commodity,cfg,site,rule_name,rule_type,distribution_list,effective_date,email_ids,frequency,last_updated,rule_settings_id,status
efgh8,DBNULL,BRH,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh8,DBNULL,BRH,jwj,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,4b5b40c8-5684-4d7a-a6bb-c8089180563b,Active
efgh29,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh20,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh20,DBNULL,WISTRON CD MOBILITY,fkvirb,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,4b8206a7-1ee0-417f-beb9-6f6cd90fdedb,Active
Monitor Stand & Accessories,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh8,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh8,DBNULL,WISTRON CD WYSE,jvyo,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,bf784251-458d-4004-93f2-75963fbdc6f0,Active
XLOB,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
XLOB,DBNULL,QUANTA MOBILITY,cxu,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,7e07bb0c-2194-484e-9d7f-0f4038aef71a,Active
Regional Commodity,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
PROCESSOR,DBNULL,NFC-GENCO,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Software,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh9,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh8,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh6,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh12,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh12,DBNULL,WISTRON CD WYSE,bmsawr,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,ecde7693-dfb8-4513-b14e-0d5d77ab2874,Active
efgh18,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh17,DBNULL,APCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CRPK - L11,NFC-GENCO,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1DC11_ASSY,CHNKSN,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
kbc,DBNULL,QUANTA,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
PROCESSOR,DBNULL,COV,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Retired,DBNULL,COMPAL CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
XLOB,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh26,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CFYK_CFG,COV,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
ISG PERIPHERAL,DBNULL,ICC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
ISG PERIPHERAL,DBNULL,KOR-BAX,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh27,DBNULL,PEGATRON TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh27,DBNULL,PEGATRON TY MOBILITY,ykbh,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,745080ff-9d01-4802-bf58-2ded022c2a08,Active
SOFTWARE,SFT_CFG2,PEGATRON CQ,Rule1,High PPS,Lahari_Boorla@Dellteam.com,2019-08-28,,Weekly,2019-08-28,b2b7c5be-6f98-482b-ad48-3abb4b47dc12,Draft
SOFTWARE,SFT_CFG2,PEGATRON CQ,aefqw,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,6b586c49-448a-469f-af60-45c88288d3a6,Draft
efgh17,DBNULL,COMPAL CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CMYH,CCC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh32,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh9,DBNULL,PEGATRON TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
ISG PERIPHERAL,DBNULL,TIL,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh18,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Retired,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CRPK - L11,CNAMRG,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh14,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh14,DBNULL,CCC,uoewi,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,34f7a375-6ae3-4a8c-8f43-02e90fa72e3a,Active
MECHANICAL,1CMYH,KOR-BAX,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh21,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh16,DBNULL,WISTRON ZS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh21,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh31,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh31,DBNULL,PEGATRON TY,liegd,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,4b038569-8bfc-4b44-95e5-545a21546029,Active
Docking Station,DBNULL,QUANTA MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh10,DBNULL,PEGATRON SZ MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Graphic / Comm,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Monitor,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Monitor,DBNULL,EMFP,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Graphic / Comm,DBNULL,PEGATRON TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Graphic / Comm,DBNULL,PEGATRON TY MOBILITY,ulc,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,909fbb9f-207f-4033-918d-819aa71c2fd4,Active
Optical,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh10,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Networking,DBNULL,WISTRON ZS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh22,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Software,DBNULL,COMPAL CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh29,DBNULL,BRH,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
XLOB,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh21,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1C3Y7_CFG,NFC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
kbc,DBNULL,WISTRON CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1DC11_ASSY,Compal CD,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh11,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh18,DBNULL,WISTRON ZS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
PROCESSOR,DBNULL,CCC-POST,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1DC11_ASSY,ELPASO,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1C3Y7_CFG,JAKARTA,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
ISG PERIPHERAL,DBNULL,COV,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Graphic / Comm,DBNULL,FOXCONN MX,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Graphic / Comm,DBNULL,FOXCONN MX,bacnph,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,887a30c1-bb54-4963-8a27-6e75ae70eb53,Active
CFI,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,PEGATRON SZ,enqu,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,e0420ad7-edb0-43c5-b0f0-71130af12c46,Draft
efgh19,DBNULL,WISTRON CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh19,DBNULL,WISTRON CD,vlalk,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,9aa65521-42e4-4611-a041-33abf284e4ba,Active
efgh30,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh30,DBNULL,COMPAL KS,gtnqm,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,003bc03f-cae8-4165-a6c7-a27761dbc6b0,Active
efgh26,DBNULL,EMFP,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh12,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh12,DBNULL,WISTRON CD MOBILITY,zak,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,920f7c9a-d9af-408e-8e3f-fbf4b0f6a951,Active
efgh19,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh19,DBNULL,COMPAL KS,yybhr,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,1261ff91-1c3e-4812-8d14-c49f7c339204,Active
kbc,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
kbc,DBNULL,CCC6,uleshv,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,c54e5fa8-412a-4573-aa94-d0b0b506b989,Active
CFI,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,COMPAL KS MOBILITY,htsefe,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,7a69369b-769f-4892-9ee7-60c9d53f2889,Active
kbc,DBNULL,VIRTUAL,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
SSD,DBNULL,WISTRON ZS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1D8PG_CFG,Wistron CD,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh26,DBNULL,COMPAL KS MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Processor,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh15,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh15,DBNULL,WISTRON CD MOBILITY,Abc,Severe STBL,WWP SVP,2019-04-23,,Daily,2019-04-23,78b49d8d-044b-487d-8533-587c56f03eb9,Inactive
MECHANICAL,1D8PG_CFG,BRH,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh30,DBNULL,COMPAL TY MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh30,DBNULL,COMPAL TY MOBILITY,yhx,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,4a13a049-801f-4fee-931f-49fc4b8493aa,Active
efgh11,DBNULL,COMPAL TY IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh23,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
Mechanical,DBNULL,QUANTA,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh24,DBNULL,WISTRON CD,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,INVENTEC WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
CFI,DBNULL,INVENTEC WYSE,jqp,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,24b26131-4f6d-4f76-b571-de14b23390fc,Active
MECHANICAL,1C4T8_CFG,Pegatron TY,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Memory,DBNULL,BRH,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
LCD,DBNULL,CCC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh19,DBNULL,WISTRON CD MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh19,DBNULL,WISTRON CD MOBILITY,rzy,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,84ef4f14-2a76-4589-837c-0edaaf922e48,Active
Docking Station,DBNULL,EMFP,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh25,DBNULL,ICC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
ISG Peripheral,DBNULL,PEGATRON SZ MOBILITY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
LCD,DBNULL,PEGATRON SZ IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MEMORY,DBNULL,LAX,Rule no 1,High PPS,Lahari_Boorla@Dellteam.com,2019-08-27,,Weekly,2019-08-27,9ae4f315-6c2f-4fbe-be0d-d7d502137428,Draft
LCD,DBNULL,WISTRON CD WYSE,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh7,DBNULL,PEGATRON SZ,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1D8PG_CFG,Pegatron TY,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh28,DBNULL,PEGATRON SZ IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh28,DBNULL,PEGATRON SZ IOT,mgsga,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,329ed07f-f052-4697-b1b9-983165edc0bf,Active
SOFTWARE,SFT_CFG,PEGATRON CQ,Abc,Severe STBL,"saptagiri_chatarjee@Dellteam.com,Lahari_Boorla@Dellteam.com",2019-08-02,,Daily,2019-08-02,d0ff146f-6877-4168-b2ca-925e7c333806,Draft
SOFTWARE,SFT_CFG,PEGATRON CQ,Rule01,Long Term Gap Out,saptagiri_chatarjee@Dellteam.com,2019-08-05,,Daily,2019-08-05,7fe1514b-76a6-4eb3-aa03-a3af4d9f8c9b,Draft
PROCESSOR,DBNULL,NFC,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Retired,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh31,DBNULL,PEGATRON SZ IOT,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1CRPK - L11,NZ-BAX,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
MECHANICAL,1CMYH,BLRMRG,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
efgh25,DBNULL,COMPAL KS,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh25,DBNULL,COMPAL KS,jqh,Severe STBL,GOE,2019-05-02,,Daily,2019-05-02,5239e535-f4e7-4912-bc82-ddd18f939ff8,Active
efgh21,DBNULL,COMPAL TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh24,DBNULL,PEGATRON TY,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh21,DBNULL,CCC6,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
MECHANICAL,1C3Y7_CFG,CCC6,scass,High PPS,Lahari_Boorla@Dellteam.com,2019-08-05,,Daily,2019-08-05,c7be1c18-0ddd-4885-9206-6d122ad0fa65,Draft
Processor,DBNULL,BRH,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
efgh25,DBNULL,INVENTEC,ABC1,High PPS,"RSCP VP,WWP SVP,GOE,GSM Manager",2019-04-25,,Daily,2019-04-25,e75026ee-7c37-457d-866c-3e79c2926205,Draft
