rule_type,rule_setting_id,year_month_bucket,status,report_date,part_num,site,commodity,current_stbl,recovery_from_stbl,platform,region,closed_date,days_open,days_to_recovery,distribution_list,dsi_1week_prior,dsi_beginning_of_the_month,exec_summary,gsm_name,is_supplier,last_updated_at,last_updated_by,lesson_learned,lesson_learned_due_date,lob,long_term_mitigation,long_term_mitigation_due_date,next_update,odm_feedback,optional_part,part_desc,pps,read_flag,recovery_to_green_dsi,repeat_offender,root_cause,root_cause_classify
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,038-003-618,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,038-003-618,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:42:22.792+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,08DXD,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,08DXD,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 13:02:27.053+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,0X290,ICC,MECHANICAL,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,0X290,MECHANICAL,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:22:04.442+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,2WYYH,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,2WYYH,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:36:26.790+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,519GY,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,519GY,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:38:58.957+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,52X0P,ICC,MEMORY,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,52X0P,MEMORY,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:08:38.194+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,6GD9C,ICC,SSD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,6GD9C,SSD,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:52:51.529+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,8PKF4,ICC,NETWORK CARD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,8PKF4,NETWORK CARD,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:48:43.594+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,GJXN1,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-20,GJXN1,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:26:36.990+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,0N55N,ICC,XLOB,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 13:14:33.654+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,80P88,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:01:24.865+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,9637J,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:08:26.160+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,C4HJ7,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:13:56.899+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,D71Y5,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:17:23.114+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,GH85D,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:26:36.734+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,HFJJT,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:29:58.128+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,JNJ4W,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:34:47.253+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,KPGH9,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:36:42.276+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,MTFYD,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:38:54.378+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,P5P9J,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:42:09.790+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,R9F80,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:44:50.934+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,TVGN0,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:47:49.696+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,W2K95,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:51:06.555+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,XKD1X,ICC,LCD,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 13:04:55.096+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-18,Y65GR,ICC,MONITOR,19.01,9999-12-31,PIONEER,APJ,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Dharshan,Rashmi",False,2019-09-11 12:57:38.228+0000,COSRED,,,POWEREDGE,,,,,,"KIT,RDYRL,1U,SLDN,SFF,APCIS,V2",75,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,038-004-228,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,038-004-228,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:44:25.313+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,17WW0,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,17WW0,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 13:05:58.791+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,40NVY,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,52CKC,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,52CKC,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:23:49.464+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,646F8,ICC,MONITOR,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,646F8,MONITOR,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:40:15.990+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,KWH83,ICC,SSD,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,P93V1,ICC,MEMORY,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,P93V1,MEMORY,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:47:29.841+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,RHXF7,ICC,XLOB,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,RHXF7,XLOB,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 13:01:42.114+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,TKNXX,GRAPHIC / COMM,ICC,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-09-11 12:16:19.764+0000,COSRED,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,False,,False,Rootcause1,FCA Demand Upside
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-17,TKNXX,ICC,GRAPHIC / COMM,19.01,2019-10-01,PIONEER,APJ,9999-12-31,0,34,Lahari_Boorla@Dellteam.com,,,fsadfs,"Dharshan,Rashmi|Kajana,Kiran",False,2019-08-28 08:51:41.713+0000,SYSTEM,lesson,2019-08-13,POWEREDGE,test,2019-08-29,2019-08-29,test,fdsfsa,"PRC,5120,2.2,19.25MB,SKL,M0",150,True,,False,fsdfdas,PNS - Material Available in HUB
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-16,0M5N5,EMFP,XLOB,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Ko,Jay|Huang,Yan Shui",False,2019-09-11 13:14:34.145+0000,COSRED,,,POWEREDGE,,,,,,"PWR SPLY,250W,CBL,14,DELTA",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-16,307XD,EMFP,LCD,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Ko,Jay|Huang,Yan Shui",False,2019-09-11 13:00:52.493+0000,COSRED,,,POWEREDGE,,,,,,"PWR SPLY,250W,CBL,14,DELTA",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
Severe STBL,048075a7-e45c-4167-aae8-0002d7cd3974,201909,open,2019-09-16,7XFDN,EMFP,MONITOR,0.4,9999-12-31,STARDUST,EMEA,9999-12-31,0,2914760,"Lahari_Boorla@Dellteam.com,saptagiri_chatarjee@dellteam.com",,,Publishing,"Ko,Jay|Huang,Yan Shui",False,2019-09-11 12:00:26.881+0000,COSRED,,,POWEREDGE,,,,,,"PWR SPLY,250W,CBL,14,DELTA",5,False,,False,rootcause1,SUP - Sub Tier  -  Material Constraint
